터널명,터널종류,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,터널시작점위도,터널시작점경도,터널종료점위도,터널종료점경도,터널연장,터널폭,터널보도폭,터널높이,차로수,터널준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,터널보수보강내역,터널보수보강비용,중계기종류,터널관리시스템적용여부,관리기관명,관리기관전화번호,데이터기준일자
어물1터널(하),도로터널,02,일반국도,일반국도43호선,43,하행,충청남도,공주시,44150,충청남도 공주시 정안면 광정리, 36.612791, 127.134765, 36.609425, 127.144045,960,7,0,6.7,2,2013,2024-12-11,B,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
어물2터널(하),도로터널,02,일반국도,일반국도43호선,43,하행,충청남도,공주시,44150,충청남도 공주시 정안면 어물리, 36.605793, 127.148599, 36.604660, 127.149619,180,7,0,6.7,2,2013,2024-12-11,B,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
어물3터널(하),도로터널,01,일반국도,일반국도43호선,43,하행,충청남도,공주시,44150,충청남도 공주시 정안면 어물리, 36.602664, 127.151422, 36.594634, 127.160890,1255,7,0,6.9,2,2013,2024-12-17,A,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
신영터널(상),도로터널,02,일반국도,일반국도32호선,32,상행,충청남도,공주시,44150,충청남도 공주시 사곡면 신영리, 36.477687, 127.034447, 36.474103, 127.040967,674,7,0,6.8,2,2011,2024-08-21,B,정기점검,미적용,N,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
신영터널(하),도로터널,02,일반국도,일반국도32호선,32,하행,충청남도,공주시,44150,충청남도 공주시 사곡면 신영리, 36.474369, 127.041107, 36.477764, 127.034921,711,7,0,6.8,2,2011,2024-08-21,B,정기점검,미적용,N,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
유구터널(상),도로터널,02,일반국도,일반국도32호선,32,상행,충청남도,공주시,44150,충청남도 공주시 유구읍 백교리, 36.545752, 126.943510, 36.544549, 126.944198,170,7,0,6.7,2,2014,2024-09-13,B,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
유구터널(하),도로터널,02,일반국도,일반국도32호선,32,하행,충청남도,공주시,44150,충청남도 공주시 유구읍 만천리, 36.544531, 126.944508, 36.545729, 126.943910,175,7,0,6.7,2,2014,2024-09-13,B,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
청양터널(상),도로터널,01,일반국도,일반국도36호선,36,상행,충청남도,청양군,44790,충청남도 청양군 대치면 이화리, 36.453789, 126.892118, 36.442721, 126.905339,1725,7,0,7,2,2016,2024-11-26,A,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
청양터널(하),도로터널,01,일반국도,일반국도36호선,36,하행,충청남도,청양군,44790,충청남도 청양군 정산면 마치리, 36.442771, 126.905696, 36.453893, 126.892414,1730,7,0,7,2,2016,2024-11-26,A,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
칠갑산터널(상),도로터널,01,일반국도,일반국도36호선,36,상행,충청남도,청양군,44790,충청남도 청양군 정산면 마치리, 36.439859, 126.917221, 36.436794, 126.928143,1100,7,0,7,2,2016,2024-11-26,A,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
칠갑산터널(하),도로터널,01,일반국도,일반국도36호선,36,하행,충청남도,청양군,44790,충청남도 청양군 정산면 대박리, 36.436848, 126.928723, 36.440098, 126.917332,1105,7,0,7,2,2016,2024-11-26,A,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
여주재터널(보령방향),도로터널,01,일반국도,일반국도36호선,36,하행,충청남도,청양군,44790,충청남도 청양군 청양읍 장승리, 36.453405, 126.763277, 36.453412, 126.748781,1345,7,0,6.9,2,2020,2024-12-19,A,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
여주재터널(청양방향),도로터널,01,일반국도,일반국도36호선,36,상행,충청남도,청양군,44790,충청남도 청양군 화성면 신정리, 36.453193, 126.748885, 36.453119, 126.763169,1370,7,0,6.9,2,2020,2024-12-19,A,정기점검,적용,Y,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
외산터널(부여방향),도로터널,01,일반국도,일반국도40호선,40,상행,충청남도,부여군,44760,충청남도 부여군 외산면 만수리, 36.295069, 126.696538, 36.295750, 126.698545,210,10.5,0,7.5,3,2023,2024-12-19,A,정기점검,미적용,N,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
반교터널,도로터널,01,일반국도,일반국도40호선,40,양방향,충청남도,부여군,44760,충청남도 부여군 외산면 반교리, 36.285393, 126.720797, 36.286712, 126.718238,265,15.5,0,6.5,4,2023,2024-12-19,A,정기점검,미적용,N,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
외산터널(보령방향),도로터널,02,일반국도,일반국도40호선,40,하행,충청남도,부여군,44760,충청남도 부여군 외산면 만수리, 36.296118, 126.698694, 36.295350, 126.696387,232,7,0,6.5,2,2023,2024-12-19,A,정기점검,미적용,N,,,,N,대전청 논산사무소,041-730-5866,2024-12-31
고명지하차도,지하차도,02,일반국도,일반국도38호선,38,양방향,충청북도,제천시,43150,충청북도 제천시 고명동 , 37.117414, 128.228632, 37.118628, 128.229721,168,21.8,2.8,7.4,4,2002,2024-06-20,B,정기점검,미적용,N,교량 난간::90m,22404,,N,대전청 충주사무소,043-850-2569,2024-12-31
단양지하차도,지하차도,02,일반국도,일반국도5호선,5,양방향,충청북도,단양군,43800,충청북도 단양군 매포읍 고양리, 37.085158, 128.269706, 37.084139, 128.270150,120,18,4,5.3,4,2002,2024-12-18,A,정기점검,미적용,N,단면보수::단면보수 8.2㎡//단면보수::단면보수 74㎡,16007,,N,대전청 충주사무소,043-850-2569,2024-12-31
수안보온천1터널(상),도로터널,02,일반국도,일반국도3호선,3,상행,충청북도,충주시,43130,충청북도 충주시 수안보면 온천리, 36.846955, 127.984528, 36.850148, 127.984131,335,9.9,2.4,6.7,2,1997,2024-12-18,A,정기점검,미적용,N,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
수안보온천2터널(상),도로터널,02,일반국도,일반국도3호선,3,상행,충청북도,충주시,43130,충청북도 충주시 수안보면 온천리, 36.852843, 127.982910, 36.855460, 127.980735,321,9.9,2.4,6.7,2,1997,2024-12-18,A,정기점검,미적용,N,게비온 설치::게비온 설치 9㎥,15369,,N,대전청 충주사무소,043-850-2569,2024-12-31
백마령터널(상),도로터널,02,일반국도,일반국도36호선,36,상행,충청북도,음성군,43770,충청북도 음성군 원남면 문암리, 36.863717, 127.635808, 36.867629, 127.638195,441,10.1,2.8,6.7,2,1992,2024-12-18,A,정기점검,미적용,N,도수로 및 배수로 재설치::도수로 및 배수로 재설치 1m,1200,,N,대전청 충주사무소,043-850-2569,2024-12-31
박달재터널(상),도로터널,01,일반국도,일반국도38호선,38,상행,충청북도,제천시,43150,충청북도 제천시 백운면 평동리, 37.145579, 128.047105, 37.140238, 128.068038,1960,10.2,1.7,5.2,2,1996,2024-12-18,A,정기점검,미적용,N,수로관 및 배수로 덮개::78m//단면보수::단면보수 211㎡균열보수 89m도장보수 52㎡녹생토 101㎡,212771,,N,대전청 충주사무소,043-850-2569,2024-12-31
느릅재터널(상),도로터널,02,일반국도,일반국도38호선,38,상행,충청북도,제천시,43150,충청북도 제천시 송학면 시곡리, 37.181868, 128.294137, 37.179802, 128.298527,440,10.3,3.3,6.6,2,2001,2024-12-18,A,정기점검,미적용,N,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
소조령터널(상),도로터널,01,일반국도,일반국도3호선,3,상행,충청북도,괴산군,43760,충청북도 괴산군 연풍면 원풍리, 36.804501, 128.022351, 36.815541, 128.019584,1234,10,2.7,6.7,2,2003,2024-12-18,B,정기점검,미적용,N,단면보수::단면보수 49㎡표면보수 128㎡공동구 덮개 교체 294EA,135845,,N,대전청 충주사무소,043-850-2569,2024-12-31
다릿재터널(상),도로터널,01,일반국도,일반국도38호선,38,상행,충청북도,충주시,43130,충청북도 충주시 산척면 송강리, 37.116509, 127.977791, 37.122704, 127.992681,1500,13.7,3.3,7,3,2003,2024-12-19,B,정기점검,미적용,N,단면보수::단면보수(방청) 65㎡단면보수 178.5㎡균열보수 61.5㎡,180094,,N,대전청 충주사무소,043-850-2569,2024-12-31
유평2터널(상),도로터널,02,일반국도,일반국도34호선,34,상행,충청북도,괴산군,43760,충청북도 괴산군 문광면 유평리, 36.799518, 127.744586, 36.798652, 127.751956,645,9.7,2.4,6.7,2,2004,2024-12-18,A,정기점검,미적용,N,도수로::도수로 및 배수로 설치 8m,13326,,N,대전청 충주사무소,043-850-2569,2024-12-31
유평1터널(상),도로터널,02,일반국도,일반국도34호선,34,상행,충청북도,괴산군,43760,충청북도 괴산군 사리면 화산리, 36.800349, 127.737748, 36.799737, 127.742801,425,9.7,2.4,6.7,2,2004,2024-12-18,A,정기점검,미적용,N,단면보수::단면보수 4㎡표면보수 67㎡공동구 덮개 교체 270EA,48080,,N,대전청 충주사무소,043-850-2569,2024-12-31
소태재터널(상),도로터널,02,일반국도,일반국도19호선,19,상행,충청북도,충주시,43130,충청북도 충주시 소태면 구룡리, 37.146959, 127.883468, 37.150903, 127.882892,433,10,2.5,6.7,2,2007,2024-12-12,B,정기점검,적용,Y,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
적석1터널(상),도로터널,01,일반국도,일반국도34호선,34,상행,충청북도,괴산군,43760,충청북도 괴산군 칠성면 태성리, 36.767406, 127.932225, 36.765832, 127.945511,1205,10.5,3.5,7.2,2,2009,2024-12-18,B,정기점검,적용,Y,단면보수::단면보수 22㎡균열보수 128㎡도장보수 16㎡녹생토 235㎡,105362,,N,대전청 충주사무소,043-850-2569,2024-12-31
적석2터널(상),도로터널,02,일반국도,일반국도34호선,34,상행,충청북도,괴산군,43760,충청북도 괴산군 연풍면 적석리, 36.760758, 127.966374, 36.759495, 127.969304,300,9.2,2.2,7.2,2,2009,2024-12-18,A,정기점검,적용,Y,단면보수::단면보수 1㎡표면보수 120㎡공동구 덮개 교체 90EA,48080,,N,대전청 충주사무소,043-850-2569,2024-12-31
용관터널(상),도로터널,02,일반국도,일반국도3호선,3,상행,충청북도,충주시,43130,충청북도 충주시 용관동 , 36.948030, 127.880164, 36.951707, 127.881924,435,9.5,1.2,7.7,2,2008,2024-09-23,B,정기점검,적용,Y,배수로 설치::배수로 설치 27.5m,23884,,N,대전청 충주사무소,043-850-2569,2024-12-31
살미터널(상),도로터널,02,일반국도,일반국도19호선,19,상행,충청북도,충주시,43130,충청북도 충주시 살미면 문강리, 36.894104, 127.959544, 36.897566, 127.963861,525,9.8,1.2,6.7,2,2009,2024-04-15,B,정밀점검,적용,Y,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
수안보온천1터널(하),도로터널,02,일반국도,일반국도3호선,3,하행,충청북도,충주시,43130,충청북도 충주시 수안보면 온천리, 36.849986, 127.983807, 36.846937, 127.984202,320,9.9,2.4,6.7,2,1997,2024-12-18,A,정기점검,미적용,N,집수정::집수정 재설치,12156,,N,대전청 충주사무소,043-850-2569,2024-12-31
수안보온천2터널(하),도로터널,02,일반국도,일반국도3호선,3,하행,충청북도,충주시,43130,충청북도 충주시 수안보면 온천리, 36.855441, 127.980325, 36.852951, 127.982401,310.5,9.9,2.4,6.7,2,1997,2024-12-18,A,정기점검,미적용,N,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
백마령터널(하),도로터널,02,일반국도,일반국도36호선,36,하행,충청북도,음성군,43770,충청북도 음성군 원남면 보천리, 36.867902, 127.637987, 36.863659, 127.635390,480,10.1,2.8,6.7,2,1993,2024-12-18,A,정기점검,미적용,N,도수로 및 배수로 재설치::도수로 및 배수로 재설치 1m,1200,,N,대전청 충주사무소,043-850-2569,2024-12-31
박달재터널(하),도로터널,01,일반국도,일반국도38호선,38,하행,충청북도,제천시,43150,충청북도 제천시 봉양읍 원박리, 37.140659, 128.067847, 37.145706, 128.048745,1765,10.1,3.1,7,2,2000,2024-09-23,B,정기점검,미적용,N,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
느릅재터널(하),도로터널,02,일반국도,일반국도38호선,38,하행,충청북도,제천시,43150,충청북도 제천시 송학면 시곡리, 37.180242, 128.298681, 37.182188, 128.294097,470,10.3,3.3,6.6,2,2001,2024-12-18,A,정기점검,미적용,N,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
소조령터널(하),도로터널,01,일반국도,일반국도3호선,3,하행,충청북도,충주시,43130,충청북도 충주시 수안보면 화천리, 36.815485, 128.019253, 36.804450, 128.022003,1234,10,2.7,6.7,2,2003,2024-12-18,A,정기점검,미적용,N,단면보수::단면보수 37㎡표면보수 89㎡공동구 덮개 교체 54EA,135845,,N,대전청 충주사무소,043-850-2569,2024-12-31
다릿재터널(하),도로터널,01,일반국도,일반국도38호선,38,하행,충청북도,제천시,43150,충청북도 제천시 백운면 원월리, 37.122978, 127.992530, 37.116786, 127.977592,1500,11.5,4.2,8.4,2,2003,2024-12-19,B,정기점검,미적용,N,단면보수::단면보수(방청) 65㎡단면보수 178.5㎡균열보수 61.5㎡,180094,,N,대전청 충주사무소,043-850-2569,2024-12-31
유평2터널(하),도로터널,02,일반국도,일반국도34호선,34,하행,충청북도,괴산군,43760,충청북도 괴산군 문광면 문법리, 36.798866, 127.752367, 36.799817, 127.744376,695,9.7,2.4,6.7,2,2004,2024-12-18,A,정기점검,미적용,N,단면보수::단면보수 22㎡표면보수 81㎡공동구 덮개 교체 10EA,48080,,N,대전청 충주사무소,043-850-2569,2024-12-31
유평1터널(하),도로터널,02,일반국도,일반국도34호선,34,하행,충청북도,괴산군,43760,충청북도 괴산군 문광면 유평리, 36.800025, 127.742742, 36.800634, 127.737605,440,9.7,2.4,6.7,2,2004,2024-12-18,A,정기점검,미적용,N,단면보수::단면보수 21㎡표면보수 33㎡공동구 덮개 교체 139EA,48080,,N,대전청 충주사무소,043-850-2569,2024-12-31
소태재터널(하),도로터널,02,일반국도,일반국도19호선,19,하행,충청북도,충주시,43130,충청북도 충주시 소태면 주치리, 37.150743, 127.882575, 37.146770, 127.883174,422,10,2.5,6.7,2,2007,2024-12-12,B,정기점검,적용,Y,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
적석1터널(하),도로터널,01,일반국도,일반국도34호선,34,하행,충청북도,괴산군,43760,충청북도 괴산군 연풍면 적석리, 36.766102, 127.945554, 36.767690, 127.932099,1223,10.5,3.5,7.2,2,2009,2024-12-18,A,정기점검,적용,Y,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
적석2터널(하),도로터널,02,일반국도,일반국도34호선,34,하행,충청북도,괴산군,43760,충청북도 괴산군 연풍면 적석리, 36.759678, 127.969564, 36.761013, 127.966557,310,9.2,2.2,7.2,2,2009,2024-12-18,A,정기점검,적용,Y,단면보수::단면보수 8㎡표면보수 63㎡공동구 덮개 교체 81EA,48080,,N,대전청 충주사무소,043-850-2569,2024-12-31
용관터널(하),도로터널,02,일반국도,일반국도3호선,3,하행,충청북도,충주시,43130,충청북도 충주시 용관동 , 36.952077, 127.881861, 36.947758, 127.879813,520,9.5,1.2,7.7,2,2008,2024-09-23,B,정기점검,적용,Y,"차수벽, 비탈면::차수벽설치 6m, 비탈면 보강 65㎡",18562,,N,대전청 충주사무소,043-850-2569,2024-12-31
살미터널(하),도로터널,02,일반국도,일반국도19호선,19,하행,충청북도,충주시,43130,충청북도 충주시 살미면 세성리, 36.897739, 127.963594, 36.894278, 127.959288,525,9.8,1.2,6.7,2,2009,2024-04-15,B,정밀점검,적용,Y,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
단양역지하차도,지하차도,99,일반국도,일반국도5호선,5,양방향,충청북도,단양군,43800,충청북도 단양군 단양읍 상진리, 36.972784, 128.342831, 36.973562, 128.342735,30,18,0,5,4,2022,2024-12-31,A,정기점검,미적용,N,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
덕천터널,도로터널,02,일반국도,일반국도59호선,59,양방향,충청북도,단양군,43800,충청북도 단양군 가곡면 덕천리, 37.011623, 128.371172, 37.013362, 128.379698,775,7,0,7.2,2,2016,2024-07-19,A,정밀점검,적용,Y,,,,N,대전청 충주사무소,043-850-2569,2024-12-31
느릅재터널,도로터널,01,일반국도,일반국도19호선,19,양방향,충청북도,괴산군,43760,충청북도 괴산군 감물면 백양리, 36.840830, 127.898833, 36.845422, 127.908820,1018,11.5,0,6.9,2,2018,2024-12-18,A,정기점검,적용,Y,비탈면::비탈면 보강 150㎡//단면보수::단면보수 11㎡표면보수 32㎡균열보수 734m녹생토 20㎡,53263,,N,대전청 충주사무소,043-850-2569,2024-12-31
학평지하차도,지하차도,02,일반국도,일반국도36호선,36,양방향,충청북도,청주시 청원구,43114,충청북도 청주시 청원구 내수읍 학평리, 36.715537, 127.553739, 36.715537, 127.553739,155,15.6,0,5.7,4,2013,2024-10-20,A,정기점검,미적용,N,,,,N,대전청 보은사무소,043-540-3413,2024-12-31
