회사명,지식산업센터명,입지,등록일,공장주소,전화번호,팩스번호,종업원,생산품,업종명,데이터기준일자
(주)이즈비어패럴,,계획입지,2016-09-06,"서울특별시 금천구 가산디지털1로 219, 1동 3층 301호 (가산동, 벽산디지털밸리6차)",02-2082-8680,,18,"수영복, 니트",셔츠 및 블라우스 제조업 외 1 종,2025-10-31
(주)이즈와이솔루션,,계획입지,2021-01-15,서울특별시 금천구 가마산로 96 14층 1413호 (가산동),02-2107-7840,,9,"음향기기, 초음파 유해동물퇴치기, 가정용자외선살균기",기타 음향기기 제조업 외 2 종,2025-10-31
(주)이즈와이솔루션,,계획입지,2022-10-11,서울특별시 금천구 가산디지털1로 225 (가산동) 에이스 가산 포휴(지식산업센터) 1동 B2층 B220호,02-2107-7840,,9,"음향기기, 계측기, 초음파퇴치기, 살균기 등",기타 음향기기 제조업 외 2 종,2025-10-31
(주)이즈파크,,계획입지,2022-08-10,"서울특별시 금천구 가산디지털2로 43-14, 8층 803호(가산동) 외 17필지", ,,143,vr ar기기제조등,비디오 및 기타 영상기기 제조업 외 2 종,2025-10-31
(주)이지산업,,계획입지,2021-10-27,"서울특별시 금천구 디지털로9길 68, 1동 12층 1202호 (가산동, 대륭포스트타워 5차) 외 1필지",02-877-0953,,18,의류,편조의복 제조업 외 1 종,2025-10-31
(주)이지스텍,,계획입지,2021-02-22,서울특별시 금천구 가산디지털1로 225 (가산동) 에이스 가산 포휴(지식산업센터) 1동 15층 1501호,02-6932-1630,,9,통신 기기,유선 통신장비 제조업,2025-10-31
(주)이지시스템,,계획입지,2020-07-06,"서울특별시 금천구 가산디지털1로 168, C동 13층 1312호 (가산동)",02-3484-4800,,69,"시스템 통합, 솔루션 개발, 시트형 전자칠판",기타 주변기기 제조업 외 1 종,2025-10-31
(주)이지차저,,계획입지,2024-11-19,"서울특별시 금천구 디지털로9길 68, 1동 B3층 B310호 (가산동, 대륭포스트타워 5차)",02-6956-9942,,68,"전기차 충전기, 적산계기",기타 전기 변환장치 제조업 외 1 종,2025-10-31
(주)이지차저,,계획입지,2024-03-15,"서울특별시 금천구 벚꽃로24길 26, 1동 4층 411호 (가산동, 에이스 하이엔드타워 클래식 지식산업센터) 외 1필지",02-6956-9942,,0,전기차 충전기,기타 전기 변환장치 제조업,2025-10-31
(주)이콘산업,,계획입지,2020-03-11,"서울특별시 금천구 가산디지털2로 70 12층 1207호 (가산동, 대륭테크노타운19차)",02-6334-5139,,4,자동제어장치. 판넬,배전반 및 전기 자동제어반 제조업,2025-10-31
(주)이클리어인터네셔날,,계획입지,2016-01-28,"서울특별시 금천구 가산디지털1로 186, 7층 2호 (가산동, JEI PLATZ) 외 2필지",02-545-5945,,40,투명 교정 장치,치과용 기기 제조업,2025-10-31
(주)이타임테크,,계획입지,2022-05-06,서울특별시 금천구 가산디지털1로 16 14층 1421-F호  (가산동) 서울특별시 금천구 가산디지털1로 16 (가산동)동 14층 1421-F호 외 1필지,02-2135-2266,,5,"서버 제조, 백업 소프트웨어 개발",기타 주변기기 제조업 외 2 종,2025-10-31
(주)이테크이앤지,,계획입지,2016-03-24,"서울특별시 금천구 가산디지털1로 2 4층 408호 (가산동, 우림라이온스밸리2차)",02-2027-2861,,7,자동제어반,배전반 및 전기 자동제어반 제조업,2025-10-31
(주)이투비비,,계획입지,2021-03-26,"서울특별시 금천구 가산디지털1로 131, 비와이씨하이시티 (가산동) B동 5층 503호",02-6677-3409,,7,GNSS 시뮬레이터,"레이더, 항행용 무선기기 및 측량기구 제조업",2025-10-31
(주)이포씨,,계획입지,2024-03-20,"서울특별시 금천구 디지털로 178, A동 13층 OA-1329호 (가산동) A동 13층 OA-1329호",02-812-7070,,2,"안테나, 장비위장재",기타 기계.장비 조립용 플라스틱 제품 제조업,2025-10-31
(주)이프러스코리아,,계획입지,2015-07-31,"서울특별시 금천구 가산디지털1로 25 7층 709호 (가산동, 대륭테크노타운17차)", ,,9,휴대폰충전기부품,기타 전기 변환장치 제조업 외 1 종,2025-10-31
(주)인덱스에프앤씨,,계획입지,2021-10-28,서울특별시 금천구 벚꽃로 278 (가산동) SJ테크노빌 1동 5층 504호,02-856-5327,,42,"여성복, 운동복, 속옷, 아웃도어",셔츠 및 블라우스 제조업 외 8 종,2025-10-31
(주)인성씨앤텍,,계획입지,2024-05-27,서울특별시 금천구 디지털로 130 12층 1201호 (가산동),02-2026-1530,,9,자동제어시스템,배전반 및 전기 자동제어반 제조업,2025-10-31
(주)인셈,,계획입지,2016-09-12,"서울특별시 금천구 벚꽃로 234 3층 301호 (가산동, 에이스하이엔드타워6차) 외 1필지",02-2688-1588,,32,전자부품,반도체 제조용 기계 제조업,2025-10-31
(주)인스코비,,계획입지,2023-04-25,"서울특별시 금천구 디지털로 130, 6층 613호(가산동, 남성프라자)",070-7510-3439,,50,시계 제조,시계 및 시계부품 제조업,2025-10-31
(주)인스푼,,계획입지,2019-10-18,"서울특별시 금천구 가산디지털1로 30 15층 1508호 (가산동, 에이스하이엔드타워10) 외 2필지",02-817-7807,,8,수저,날붙이 제조업 외 1 종,2025-10-31
(주)인에이블,,계획입지,2022-06-27,"서울특별시 금천구 가산디지털1로 30 9층 904호 (가산동, 에이스하이엔드타워10)",02-6736-5325,,4,네트워크 어플라이언스 외,컴퓨터 제조업 외 2 종,2025-10-31
(주)인창씨엔씨,,계획입지,2016-01-14,"서울특별시 금천구 가산디지털2로 184, 1동 10층 1005호 (가산동, 벽산/경인디지털밸리2)",02-6267-3277,,3,"조명제어, 차단기",일반용 전기 조명장치 제조업,2025-10-31
(주)인코개발,,계획입지,2021-05-11,"서울특별시 금천구 가산디지털1로 25 지하1층 B116호 (가산동, 대륭테크노타운17차)",02-2695-2115,,2,산업장비수리,기타 일반 기계 및 장비 수리업,2025-10-31
(주)인터맥,,계획입지,2023-03-08,"서울특별시 금천구 가산디지털2로 101, B동 8층 801호(가산동) 외 10필지",02-855-4002,,19,"산업용 잉크젯 프린터, 잉크, 메이크업 클리너(OEM)",컴퓨터 프린터 제조업 외 4 종,2025-10-31
(주)인터비전테크놀러지,,계획입지,2016-01-22,"서울특별시 금천구 가산디지털1로 168, C동 5층 505호 (가산동, 우림라이온스밸리)",02-2026-5222,,8,자동화기기 등,그 외 기타 일반목적용 기계 제조업 외 1 종,2025-10-31
(주)인터비전테크놀러지,,계획입지,2021-04-26,"서울특별시 금천구 벚꽃로24길 26, 1동 8층 811호 (가산동, 에이스 하이엔드타워 클래식 지식산업센터)",02-2026-5222,,7,Machin vision및 기계자동화설비,그 외 기타 특수목적용 기계 제조업,2025-10-31
(주)인터전기,,계획입지,2015-08-07,서울특별시 금천구 가마산로 96 3층 302호 (가산동),02-3141-1307,,46,판넬,배전반 및 전기 자동제어반 제조업,2025-10-31
(주)인터패스,,계획입지,2019-04-29,"서울특별시 금천구 디지털로 121, 11층 1109호(가산동, 에이스가산타워) 외 5필지",02-6123-3760,,55,"앰프제조, 통카드시스템구축","라디오, 녹음 및 재생 기기 제조업 외 1 종",2025-10-31
(주)인테그리티택,,계획입지,2023-05-12,"서울특별시 금천구 가산디지털1로 233, 1동 14층 1410호 (가산동, 에이스하이엔드타워9차)",070-7573-7915,,1,전자부품,그 외 기타 전자부품 제조업,2025-10-31
(주)인테크맥스,,계획입지,2021-06-30,"서울특별시 금천구 가산디지털1로 1, 1동 10층 1001호 (가산동, 더루벤스밸리)",02-862-1702,,6,계측시시,"전자기 측정, 시험 및 분석기구 제조업",2025-10-31
(주)인테크시스템,,계획입지,2021-07-15,"서울특별시 금천구 가산디지털1로 225, 1동 14층 1414호 (가산동, 에이스 가산 포휴) 외 1필지",02-6926-0700,,14,인버터,기타 전기 변환장치 제조업,2025-10-31
(주)인트라티앤엠,,계획입지,2006-01-10,"서울특별시 금천구 가산디지털1로 168, C동 10층 1001호 (가산동) C동 10층 1001호",02-812-9120,,15,신압용공구외,동력식 수지공구 제조업 외 1 종,2025-10-31
(주)인폼,,계획입지,2024-04-09,"서울특별시 금천구 디지털로9길 99 9층 904호 (가산동, 스타밸리) 외 1필지",02-847-2024,,8,"산업용콘트롤러,차량용ECU",그 외 기타 전자부품 제조업 외 1 종,2025-10-31
(주)인프라링커스,,계획입지,2021-05-03,"서울특별시 금천구 가산디지털2로 98, 2동 14층 1405호 (가산동, IT캐슬)",02-6975-3543,,4,게이트웨이,유선 통신장비 제조업 외 1 종,2025-10-31
(주)인프로,,계획입지,2023-05-31,서울특별시 금천구 벚꽃로 286 12층 1204호 (가산동),02-553-0605,,6,"IoT통신부품, 무선 통신 모듈, 컴퓨터 서버, PC , 스마트팜 제어 시스템",그 외 기타 전자부품 제조업 외 3 종,2025-10-31
(주)인플럭스,,계획입지,2024-04-26,"서울특별시 금천구 디지털로 178, A동 15층 OA-1520호 (가산동)",031-354-6457,,4,LED조명,일반용 전기 조명장치 제조업,2025-10-31
(주)인피에스에스디,,계획입지,2022-02-21,"서울특별시 금천구 가산디지털1로 205-27, 8층 825호(가산동)",070-4355-3440,,3,컴퓨터 저장장치 SSD,기억장치 제조업,2025-10-31
(주)인피트론,,계획입지,2023-07-21,"서울특별시 금천구 가산디지털1로 84, 1동 5층 502호 (가산동, 에이스하이엔드타워8차) 외 1필지",02-2634-3621,,7,"계측기, 열화상카메라",기기용 자동측정 및 제어장치 제조업 외 1 종,2025-10-31
(주)인필,,계획입지,2002-11-05,"서울특별시 금천구 가산디지털2로 18 4층 401호 (가산동, 대륭테크노타운1차)",02-862-8652,,16,"의류, 내의",속옷 및 잠옷 제조업,2025-10-31
(주)인화코리아,,계획입지,2015-05-22,서울특별시 금천구 가산디지털1로 145 3층 302호 (가산동),070-8844-4951,,3,여성캐쥬얼,"근무복, 작업복 및 유사의복 제조업 외 2 종",2025-10-31
(주)일광테크,,계획입지,2024-07-01,"서울특별시 금천구 가산디지털2로 43-14, 12층 1221호(가산동) 외 2필지",02-805-8858,,0,배전반 및 자동제어반,배전반 및 전기 자동제어반 제조업,2025-10-31
(주)일백에스앤씨,,계획입지,2008-02-21,서울특별시 금천구 벚꽃로 244 14층 1409호 (가산동),02-2671-5738,,8,"배전반, 전기자동제어반",배전반 및 전기 자동제어반 제조업,2025-10-31
(주)일신통신,,계획입지,2004-10-04,"서울특별시 금천구 디지털로9길 33, 동 8층 801호 (가산동, IT미래TOWER) 외 16필지",02-865-1631,,5,수정진동자,기타 반도체소자 제조업,2025-10-31
(주)일양코포레이션,,계획입지,2019-01-24,"서울특별시 금천구 가산디지털1로 39, 1~2층(일반형공장) (가산동)",02-830-6127,,10,저울,"전자기 측정, 시험 및 분석기구 제조업",2025-10-31
(주)일이라이팅,,계획입지,2015-06-22,서울특별시 금천구 벚꽃로 244 6층 614호 (가산동),02-804-1212,,2,산업용 등기구,일반용 전기 조명장치 제조업,2025-10-31
(주)일조이에스,,계획입지,2023-11-23,서울특별시 금천구 가산디지털2로 169-23 11층 1101-9호  (가산동) 외 1필지,02-2611-7681,,17,태양광발전장치 제조,전동기 및 발전기 제조업,2025-10-31
(주)일주이엔씨,,계획입지,2013-09-05,"서울특별시 금천구 가산디지털2로 98 (가산동, 아이티캐슬) (총 4 필지) 2동 14층 1407호",02-2082-6348,,2,자동밸브,"탭, 밸브 및 유사장치 제조업",2025-10-31
(주)임오파트너스,,계획입지,2015-09-07,서울특별시 금천구 가산디지털1로 75 (가산동) 1~2층,070-7863-3390,,21,천연 모피 제품 제조,모피제품 제조업 외 1 종,2025-10-31
(주)자바네트웍스,,계획입지,2015-12-10,"서울특별시 금천구 가산디지털1로 168, A동 5층 509호 (가산동, 우림라이온스밸리)",031-405-2700,,6,CCTV 등 방송장비 제조,방송장비 제조업,2025-10-31
(주)자이온전자,,계획입지,2024-02-01,"서울특별시 금천구 가산디지털1로 168, C동 13층 1301호 (가산동, 우림 라이온스밸리) 외 2필지",070-8803-9792,,19,전자부품,그 외 기타 전자부품 제조업,2025-10-31
(주)자인아트,,계획입지,2021-05-27,"서울특별시 금천구 가산디지털1로 128 4층 401호 (가산동, 에스티엑스브이타워) STX V-TOWER 외 1필지",02-811-3135,,41,핸드폰 모형,주형 및 금형 제조업,2025-10-31
(주)재능교육,,계획입지,2009-05-21,서울특별시 금천구 서부샛길 296 (가산동),02-3670-0364,,100,"경인쇄업,출판업",경 인쇄업 외 3 종,2025-10-31
(주)재성에프에이,,계획입지,2018-07-20,서울특별시 금천구 범안로 1130 9층 902호 (가산동) 외 1필지,02-406-7192,,9,자동화장치부품,배전반 및 전기 자동제어반 제조업,2025-10-31
(주)재성에프에이,,계획입지,2021-12-27,서울특별시 금천구 가산디지털1로 16 3층 306-F호  (가산동) 서울특별시 금천구 가산디지털1로 16 (가산동)동 3층 306-F호 외 5필지,02-2038-9170,,10,자동화 장치,배전반 및 전기 자동제어반 제조업 외 1 종,2025-10-31
(주)재아,,계획입지,2014-02-24,"서울특별시 금천구 가산디지털2로 98 (가산동, 아이티캐슬) (총 4 필지) 1동 10층 1001호",02-2026-8868,,12,여성의류,여자용 겉옷 제조업,2025-10-31
(주)정완섬유,,계획입지,2016-10-21,"서울특별시 금천구 디지털로9길 56 2층 201호 (가산동, 코오롱테크노밸리) 외 2필지",02-868-4682,,14,스웨터,편조의복 제조업,2025-10-31
(주)정현씨앤씨,,계획입지,2024-09-27,"서울특별시 금천구 벚꽃로 298, 1동 19층 1910호 (가산동, 대륭포스트타워6차)",02-715-4531,,7,"컴퓨터부품 주변기기, 노트북, 테블릿, 전자칠판",컴퓨터 제조업 외 1 종,2025-10-31
(주)정현씨앤씨,,계획입지,2024-10-07,"서울특별시 금천구 벚꽃로 298, 1동 B4층 B402호(가산동, 대륭포스트타워6차) 외 1필지",02-715-4531,,3,인터랙티브 화이트 보드,기타 주변기기 제조업,2025-10-31
(주)제니스일렉트로닉스,,계획입지,2024-03-04,서울특별시 금천구 가산디지털2로 144 7층 712호  (가산동) 외 1필지,02-6332-3535,,0,전자기기용 전자부품,그 외 기타 전자부품 제조업,2025-10-31
(주)제니패션,,계획입지,2019-01-23,"서울특별시 금천구 가산디지털1로 84, 1동 18층 1801호 (가산동, 에이스하이엔드타워8차)", ,,27,보정속옷,속옷 및 잠옷 제조업,2025-10-31
(주)제로엔,,계획입지,2019-12-26,"서울특별시 금천구 범안로 1126 11층 1105호 (가산동, 대륭21차)",02-6214-2201,,6,"변압기, 변류기",변압기 제조업,2025-10-31
(주)제로원커뮤니케이션,,계획입지,2022-09-01,"서울특별시 금천구 가산디지털2로 70, B1층 B126호(가산동, 대륭테크노타운19차) 외 1필지", ,,3,인쇄,경 인쇄업,2025-10-31
(주)제스엔지니어링,,계획입지,2022-06-17,"서울특별시 금천구 가산디지털1로 70 8층 805호 (가산동, 호서대벤처타워)",02-2082-7618,,33,"제어시스템, 복수기 튜브 내 세정볼 운용 자동시스템(SA-CTCS), 고무화합물(세정볼) 제조",배전반 및 전기 자동제어반 제조업 외 3 종,2025-10-31
(주)제이더블유씨네트웍스,,계획입지,2016-12-16,"서울특별시 금천구 가산디지털2로 114, B동 4층 401호 (가산동, 한국전자협동(주))",02-1899-7602,,30,CCTV,방송장비 제조업 외 2 종,2025-10-31
(주)제이더블유지코리아,,계획입지,2021-06-07,"서울특별시 금천구 가산디지털1로 24, 7층 703호(가산동, 대륭테크노타운13차) 외 1필지",070-4365-5122,,4,"유무선 통신장비, 차량속도측정기",기타 무선 통신장비 제조업 외 5 종,2025-10-31
